Employee ID,Gender,Age,Department,Job Role,Position Level,Location,Manager ID,Hire Date,Years At Company,Years In Role,Annual Salary,Bonus Percent,Performance Rating,Productivity Index,Quality Score,Engagement Score,Satisfaction Score,Work Life Balance Score,Training Hours,Certification Count,Promoted Last 3 Years Description,Special Projects Count,Absence Days,Attrition Flag,Termination Date,Termination Reason,Active Employee Flag,Tenure Bucket,Inactive Employee Flag,PromotionLast3Yrs
EMPF9EEDD,Female,42,Engineering,DevOps Engineer,L3,San Francisco,EMP191674,2018-11-21,6.1,6.1,137212.0,0.14,2.6,76.0,98.0,51.0,6.1,3.7,48.0,2,Not Promoted,3,3,Medium,,,1,5-10yrs,0,0
EMP90F3A4,Male,34,Finance,Controller,L1,Chicago,EMP852A2F,2020-08-13,4.4,4.4,54723.0,0.05,3.5,53.0,100.0,71.0,5.4,2.0,44.0,1,Not Promoted,1,1,Medium,,,1,3-5yrs,0,0
EMPCD88F4,Male,42,Engineering,Technical Lead,L1,Remote,EMP0A2324,2019-03-31,5.8,5.8,64581.0,0.16,2.4,56.0,74.0,83.0,6.0,5.0,4.0,3,Not Promoted,1,3,Medium,2025-02-13,Voluntary,0,5-10yrs,1,0
EMPEE38C3,Female,36,Engineering,Technical Lead,L3,Austin,EMP2530A3,2020-05-15,4.6,4.6,109164.0,0.15,5.0,55.0,85.0,89.0,7.2,3.7,24.0,0,Promoted,0,6,Medium,2025-03-03,Voluntary,0,3-5yrs,1,1
EMP63BEA5,Male,36,Engineering,Technical Lead,L2,San Francisco,EMPDE3C53,2024-08-31,0.3,0.0,92698.0,0.07,3.3,47.0,77.0,93.0,6.3,4.0,29.0,0,Promoted,0,1,Low,,,1,<1yr,0,1
EMP08177C,Female,34,HR,HR Specialist,L1,Chicago,EMPC93901,2024-04-22,0.7,0.7,72680.0,0.1,2.5,55.0,100.0,53.0,7.1,4.1,85.0,1,Promoted,1,9,Medium,,,1,<1yr,0,1
EMP2CC2F2,Male,23,Operations,Project Manager,L3,Chicago,EMP4882F2,2024-03-03,0.8,0.0,124848.0,0.13,2.2,68.0,98.0,76.0,5.8,3.2,7.0,1,Not Promoted,4,4,Medium,,,1,<1yr,0,0
EMP05485B,Female,51,HR,HR Specialist,L4,San Francisco,EMPC6CD82,2024-04-25,0.7,0.0,202079.0,0.2,4.0,48.0,84.0,44.0,7.7,3.4,64.0,0,Not Promoted,2,15,Medium,,,1,<1yr,0,0
EMP191172,Male,27,Sales,Sales Manager,L2,New York,EMP7C87B2,2021-08-18,3.4,3.4,92572.0,0.06,2.6,70.0,75.0,56.0,4.2,4.3,58.0,0,Not Promoted,4,2,Medium,,,1,3-5yrs,0,0
EMP263FB5,Female,24,Finance,Controller,L1,San Francisco,EMP769438,2018-04-16,6.7,6.7,92663.0,0.06,3.5,59.0,45.0,67.0,3.5,3.0,41.0,1,Not Promoted,0,6,Medium,2025-09-29,Voluntary,0,5-10yrs,1,0
EMP8F6C94,Male,33,Engineering,Technical Lead,L1,New York,EMPA36CD6,2024-04-19,0.7,0.0,82423.0,0.15,2.2,55.0,65.0,93.0,7.8,3.7,42.0,0,Not Promoted,1,2,Low,,,1,<1yr,0,0
EMPB2220F,Male,27,Sales,Sales Manager,L3,Remote,EMP4C8365,2017-05-20,7.6,5.6,94529.0,0.07,3.3,79.0,60.0,81.0,6.7,3.7,24.0,1,Promoted,1,6,Medium,,,1,5-10yrs,0,1
EMPE5AA14,Male,35,Operations,Operations Manager,L2,San Francisco,EMPFAE73B,2022-10-25,2.2,1.2000000000000002,98206.0,0.07,2.6,60.0,65.0,71.0,3.8,2.6,27.0,2,Not Promoted,2,0,Medium,,,1,1-3yrs,0,0
EMP5343CF,Male,41,Engineering,Software Engineer,L3,Remote,EMPB52692,2017-03-07,7.8,6.8,105876.0,0.16,2.9,64.0,100.0,79.0,7.8,3.7,59.0,2,Not Promoted,1,6,Medium,,,1,5-10yrs,0,0
EMPB80EB9,Male,43,Engineering,DevOps Engineer,L4,San Francisco,EMP5D7245,2024-08-04,0.4,0.4,233402.0,0.22,2.5,95.0,66.0,80.0,7.8,1.8,17.0,0,Not Promoted,3,5,Medium,,,1,<1yr,0,0
EMPEE7992,Male,42,Engineering,Architecture Lead,L2,Chicago,EMP7D8599,2019-08-10,5.4,3.4000000000000004,89246.0,0.13,4.1,55.0,69.0,77.0,6.8,4.1,39.0,0,Not Promoted,1,9,Medium,,,1,5-10yrs,0,0
EMPDE5B6F,Male,33,Engineering,Technical Lead,L1,San Francisco,EMP8C6924,2018-01-26,6.9,5.9,57267.0,0.11,2.8,100.0,71.0,58.0,9.9,4.7,21.0,1,Not Promoted,2,16,Medium,2025-11-15,Voluntary,0,5-10yrs,1,0
EMPABE94C,Female,35,Engineering,Software Engineer,L5,New York,EMP6EA52B,2018-01-17,7.0,6.0,242043.0,0.21,3.1,66.0,100.0,51.0,9.0,4.1,49.0,3,Not Promoted,2,11,Medium,,,1,5-10yrs,0,0
EMP1DC5AC,Female,38,Finance,Treasury Analyst,L2,San Francisco,EMP90BEC8,2024-11-28,0.1,0.0,119661.0,0.13,3.1,52.0,81.0,66.0,6.3,4.6,29.0,0,Not Promoted,1,10,Medium,2025-06-28,Voluntary,0,<1yr,1,0
EMP4AD7C8,Female,22,Sales,Sales Executive,L3,New York,EMP868DE0,2020-07-25,4.4,3.4000000000000004,188190.0,0.18,4.7,62.0,94.0,54.0,5.9,2.6,14.0,1,Promoted,6,13,Medium,,,1,3-5yrs,0,1
EMPA6D8F0,Male,40,Operations,Operations Manager,L5,Chicago,EMPB093C3,2015-07-29,9.4,7.4,193445.0,0.16,4.0,73.0,84.0,82.0,3.7,3.1,63.0,2,Not Promoted,1,10,Medium,,,1,5-10yrs,0,0
EMP951783,Male,23,HR,HR Director,L5,San Francisco,EMPFFC71E,2016-11-20,8.1,6.1,262575.0,0.15,3.9,95.0,58.0,100.0,9.3,3.4,16.0,1,Not Promoted,2,1,Low,,,1,5-10yrs,0,0
EMP78951D,Male,51,Sales,Account Manager,L2,Austin,EMPA39762,2019-04-17,5.7,5.7,76890.0,0.06,1.8,86.0,100.0,81.0,6.9,3.4,37.0,4,Not Promoted,3,12,Medium,2025-05-05,Involuntary,0,5-10yrs,1,0
EMPE73F5A,Female,32,Sales,Account Manager,L1,New York,EMP765813,2017-04-02,7.8,6.8,68948.0,0.14,2.6,73.0,87.0,34.0,7.7,2.9,99.0,0,Not Promoted,2,2,Medium,,,1,5-10yrs,0,0
EMP545D3C,Male,34,Sales,Sales Director,L7,New York,EMP33553C,2016-09-07,8.3,8.3,514597.0,0.27,4.3,95.0,81.0,57.0,3.3,2.5,60.0,0,Not Promoted,0,4,Medium,2025-10-31,Voluntary,0,5-10yrs,1,0
EMP1EE8B5,Male,29,Finance,Treasury Analyst,L3,San Francisco,EMPC5D45B,2020-06-30,4.5,4.5,189906.0,0.06,2.1,38.0,100.0,70.0,7.8,4.9,38.0,4,Not Promoted,4,2,Low,,,1,3-5yrs,0,0
EMPDE462F,Female,30,Sales,Account Manager,L2,Remote,EMP1AD7BE,2019-06-09,5.6,5.6,60675.0,0.1,3.3,76.0,78.0,41.0,5.7,2.6,24.0,1,Promoted,1,1,Medium,2025-02-08,Voluntary,0,5-10yrs,1,1
EMPEB8846,Male,53,Finance,Financial Analyst,L2,Chicago,EMPD1B34A,2024-06-01,0.6,0.0,105977.0,0.07,2.2,78.0,80.0,71.0,7.6,4.8,119.0,1,Not Promoted,0,5,Low,,,1,<1yr,0,0
EMP067EC9,Female,43,Sales,Sales Executive,L2,San Francisco,EMPD62002,2020-07-11,4.5,3.5,107612.0,0.09,2.3,78.0,78.0,79.0,7.3,3.7,37.0,1,Not Promoted,2,8,Medium,2025-06-08,Voluntary,0,3-5yrs,1,0
EMP9D8BCB,Female,23,Finance,Treasury Analyst,L4,San Francisco,EMP8AE710,2022-05-18,2.6,0.6000000000000001,236146.0,0.27,4.7,43.0,95.0,98.0,6.8,3.5,39.0,1,Not Promoted,4,4,Low,,,1,1-3yrs,0,0
EMP14449A,Male,47,Sales,Account Manager,L2,New York,EMPA1DD05,2019-10-04,5.2,4.2,108543.0,0.14,3.8,54.0,92.0,100.0,5.5,3.8,41.0,1,Promoted,2,5,Medium,,,1,5-10yrs,0,1
EMPF90D0E,Male,45,Sales,Sales Manager,L4,Remote,EMP63E4FA,2024-12-04,0.1,0.0,110121.0,0.12,4.1,69.0,85.0,46.0,7.1,4.7,17.0,2,Not Promoted,2,16,Medium,,,1,<1yr,0,0
EMP8DAB31,Male,33,Operations,Operations Manager,L4,Chicago,EMP32EB58,2023-12-29,1.0,1.0,212127.0,0.16,3.9,92.0,69.0,68.0,4.7,1.0,34.0,3,Not Promoted,1,2,Medium,2025-06-16,Voluntary,0,<1yr,1,0
EMPCED138,Female,37,HR,Talent Acquisition,L4,New York,EMPE15952,2023-08-01,1.4,0.3999999999999999,168701.0,0.12,3.1,100.0,78.0,68.0,9.1,3.6,34.0,0,Promoted,2,3,Low,,,1,1-3yrs,0,1
EMPC6CD82,Male,35,Engineering,DevOps Engineer,L3,Chicago,EMPD61A02,2024-10-21,0.2,0.0,141447.0,0.14,2.6,60.0,69.0,56.0,6.2,3.4,21.0,2,Promoted,1,6,Medium,,,1,<1yr,0,1
EMPDF0583,Female,51,Operations,Process Engineer,L4,New York,EMP94E534,2018-12-07,6.1,6.1,233091.0,0.2,2.8,48.0,96.0,72.0,6.0,3.5,74.0,1,Not Promoted,2,11,Medium,2025-02-06,Voluntary,0,5-10yrs,1,0
EMP249C1A,Male,29,Sales,Account Manager,L2,Remote,EMP27B53D,2021-09-01,3.3,3.3,60654.0,0.18,3.0,87.0,63.0,68.0,5.4,4.1,80.0,3,Not Promoted,1,13,Medium,,,1,3-5yrs,0,0
EMPFA1A7F,Male,36,Operations,Operations Manager,L1,New York,EMP9567DC,2019-06-01,5.6,4.6,80171.0,0.15,4.8,100.0,100.0,82.0,6.3,2.8,29.0,0,Not Promoted,3,5,Medium,2025-10-12,Voluntary,0,5-10yrs,1,0
EMPC86B72,Male,32,HR,Benefits Coordinator,L4,Chicago,EMP9710B6,2024-01-25,0.9,0.9,203349.0,0.2,2.0,92.0,97.0,97.0,6.6,2.3,82.0,3,Not Promoted,1,11,Medium,,,1,<1yr,0,0
EMPAFE214,Female,24,Sales,Sales Manager,L2,New York,EMPF781E1,2024-10-11,0.2,0.2,127696.0,0.15,2.7,59.0,71.0,73.0,5.3,2.1,46.0,1,Not Promoted,4,4,Medium,,,1,<1yr,0,0
EMPD98FDA,Male,53,Engineering,Software Engineer,L1,Chicago,EMPF90790,2023-12-15,1.0,0.0,78422.0,0.14,2.4,100.0,77.0,60.0,10.0,2.5,25.0,2,Promoted,1,2,Medium,,,1,<1yr,0,1
EMP38986B,Female,26,Sales,Sales Executive,L1,Austin,EMP180530,2017-12-16,7.0,7.0,57203.0,0.08,4.2,84.0,73.0,49.0,7.8,3.9,61.0,4,Not Promoted,0,4,Medium,,,1,5-10yrs,0,0
EMPFF726B,Male,37,Finance,Accountant,L1,Chicago,EMP68F344,2023-04-01,1.8,0.0,77382.0,0.12,4.9,58.0,87.0,100.0,7.3,3.8,9.0,3,Promoted,2,4,Low,,,1,1-3yrs,0,1
EMP195427,Male,22,Finance,Treasury Analyst,L3,Chicago,EMP324E96,2018-10-03,6.2,4.2,148581.0,0.12,3.5,100.0,99.0,88.0,7.5,4.1,39.0,2,Promoted,2,5,Low,,,1,5-10yrs,0,1
EMPC3877D,Female,32,Sales,Business Development,L3,Austin,EMP8338F1,2020-10-23,4.2,4.2,142023.0,0.11,3.6,56.0,96.0,78.0,7.0,2.9,81.0,2,Not Promoted,0,2,Medium,,,1,3-5yrs,0,0
EMP71EB8E,Female,38,Engineering,DevOps Engineer,L1,New York,EMP4BDB07,2019-12-26,5.0,3.0,94364.0,0.07,3.3,61.0,77.0,67.0,7.1,2.9,18.0,0,Not Promoted,1,3,Medium,,,1,3-5yrs,0,0
EMPF86DBB,Male,28,HR,Benefits Coordinator,L4,San Francisco,EMPEEAF66,2022-05-10,2.6,0.6000000000000001,175340.0,0.16,3.6,85.0,97.0,100.0,8.7,4.8,13.0,0,Not Promoted,2,4,Low,,,1,1-3yrs,0,0
EMP9C4840,Male,40,Operations,Project Manager,L1,New York,EMPC061B4,2023-04-25,1.7,0.7,59123.0,0.09,3.9,72.0,96.0,67.0,4.7,4.2,36.0,0,Not Promoted,1,2,Medium,,,1,1-3yrs,0,0
EMP124DC1,Female,33,Finance,Financial Analyst,L3,Remote,EMPAB6469,2019-05-06,5.7,5.7,108211.0,0.05,3.6,73.0,80.0,36.0,8.9,4.0,34.0,1,Not Promoted,3,20,Medium,,,1,5-10yrs,0,0
EMP3E6293,Male,44,Engineering,Technical Lead,L2,San Francisco,EMPC4F5A1,2019-04-27,5.7,5.7,131063.0,0.17,3.6,73.0,82.0,75.0,7.4,1.7,12.0,0,Promoted,1,8,Medium,,,1,5-10yrs,0,1
EMP40EBB9,Male,46,Sales,Business Development,L3,Chicago,EMP2EF2D6,2021-12-10,3.1,2.1,132745.0,0.14,3.9,92.0,100.0,45.0,7.7,5.0,2.0,0,Promoted,1,15,Medium,,,1,3-5yrs,0,1
EMPA86927,Female,30,Engineering,Architecture Lead,L2,Chicago,EMPCB07E7,2017-11-28,7.1,7.1,112580.0,0.14,1.6,35.0,95.0,75.0,9.4,3.2,4.0,3,Not Promoted,0,4,Medium,,,1,5-10yrs,0,0
EMP9D2464,Male,36,Operations,Project Manager,L1,New York,EMPF4B32D,2024-03-09,0.8,0.8,98325.0,0.12,3.2,77.0,97.0,97.0,6.8,3.5,84.0,3,Not Promoted,3,5,Low,,,1,<1yr,0,0
EMP2C4077,Male,36,Engineering,DevOps Engineer,L4,New York,EMP245AF1,2021-07-17,3.5,2.5,235136.0,0.23,3.5,67.0,100.0,37.0,6.1,3.7,3.0,2,Not Promoted,3,8,Medium,2025-05-09,Voluntary,0,3-5yrs,1,0
EMPA98441,Male,40,Finance,Treasury Analyst,L1,New York,EMP3BE5F0,2022-02-05,2.9,1.9,96990.0,0.18,3.6,58.0,89.0,52.0,8.4,3.4,72.0,2,Not Promoted,6,2,Medium,,,1,1-3yrs,0,0
EMP4ED2DB,Female,35,Sales,Sales Executive,L6,San Francisco,EMP843257,2017-12-21,7.0,6.0,468647.0,0.25,3.0,58.0,86.0,87.0,9.0,3.1,10.0,2,Not Promoted,2,15,Medium,2025-07-06,Voluntary,0,5-10yrs,1,0
EMPE2D95A,Female,37,Finance,Treasury Analyst,L3,New York,EMP20CBD3,2019-12-18,5.0,4.0,175627.0,0.14,3.3,35.0,98.0,60.0,4.3,3.4,21.0,3,Promoted,2,3,Medium,2025-04-16,Voluntary,0,3-5yrs,1,1
EMPCE667E,Male,33,Finance,Finance Manager,L2,New York,EMP21DF7D,2023-05-08,1.7,0.7,115897.0,0.1,2.6,58.0,100.0,78.0,6.7,3.9,14.0,2,Not Promoted,1,4,Medium,,,1,1-3yrs,0,0
EMPD96AB5,Male,36,HR,Benefits Coordinator,L3,Austin,EMPCDE91A,2015-11-17,9.1,7.1,99294.0,0.16,1.6,95.0,75.0,78.0,8.1,4.1,19.0,1,Promoted,0,0,Low,,,1,5-10yrs,0,1
EMP2F8F23,Male,45,Engineering,DevOps Engineer,L1,Remote,EMP4AB19B,2018-11-29,6.1,5.1,40166.0,0.16,4.1,87.0,80.0,88.0,6.8,4.4,65.0,2,Not Promoted,2,5,Medium,,,1,5-10yrs,0,0
EMPD86217,Female,40,Engineering,Data Scientist,L2,San Francisco,EMPCCEE33,2018-12-19,6.0,4.0,96638.0,0.17,2.2,69.0,70.0,57.0,5.5,2.3,17.0,3,Not Promoted,2,10,Medium,,,1,5-10yrs,0,0
EMP6B570A,Male,41,Engineering,Technical Lead,L6,San Francisco,EMPF511D9,2024-06-10,0.6,0.0,284943.0,0.18,3.1,47.0,86.0,19.0,6.0,2.8,61.0,2,Promoted,2,4,Medium,,,1,<1yr,0,1
EMPCCEE33,Female,41,Operations,Business Analyst,L1,New York,EMPCDC913,2022-01-17,3.0,2.0,59514.0,0.09,2.5,87.0,93.0,78.0,3.0,4.1,23.0,0,Promoted,4,12,Medium,2025-02-08,Voluntary,0,1-3yrs,1,1
EMP7A6C1A,Male,34,Operations,Business Analyst,L3,Chicago,EMP03CD77,2024-01-28,0.9,0.0,162703.0,0.07,4.6,96.0,71.0,39.0,7.5,1.9,34.0,4,Not Promoted,0,10,Medium,,,1,<1yr,0,0
EMP87C395,Female,38,Finance,Treasury Analyst,L2,Austin,EMP7B6968,2023-04-12,1.7,0.7,97651.0,0.11,3.1,91.0,96.0,89.0,8.6,3.4,11.0,0,Not Promoted,0,2,Low,,,1,1-3yrs,0,0
EMP9115B0,Male,26,Finance,Financial Analyst,L3,New York,EMPF591EE,2017-09-04,7.3,7.3,137921.0,0.11,2.9,55.0,77.0,69.0,8.6,2.6,49.0,1,Not Promoted,1,10,Medium,,,1,5-10yrs,0,0
EMPF18874,Female,45,Finance,Financial Analyst,L1,New York,EMP12CF70,2018-01-31,6.9,5.9,91486.0,0.08,3.9,56.0,76.0,64.0,6.8,3.8,59.0,1,Not Promoted,0,8,Medium,,,1,5-10yrs,0,0
EMP3789EF,Male,22,Engineering,Technical Lead,L2,Austin,EMP39E4BC,2024-07-28,0.4,0.0,91599.0,0.14,5.0,100.0,96.0,84.0,7.6,2.5,39.0,2,Not Promoted,2,3,Medium,,,1,<1yr,0,0
EMP3CDF3D,Male,34,Operations,Process Engineer,L6,Chicago,EMPB84C8F,2019-12-21,5.0,5.0,265583.0,0.23,3.6,50.0,74.0,35.0,7.7,3.0,21.0,2,Promoted,1,4,Medium,2025-12-15,Involuntary,0,3-5yrs,1,1
EMPD4F0E7,Female,44,Sales,Account Manager,L1,New York,EMP603391,2017-11-01,7.2,6.2,95793.0,0.16,2.9,81.0,65.0,66.0,6.2,3.0,28.0,2,Not Promoted,2,3,Medium,,,1,5-10yrs,0,0
EMPE5BDD3,Female,24,Sales,Sales Manager,L3,Chicago,EMPF7D96F,2024-09-07,0.3,0.3,124352.0,0.07,3.8,40.0,91.0,79.0,5.1,3.5,17.0,1,Not Promoted,3,15,Medium,,,1,<1yr,0,0
EMP54871F,Male,38,Finance,Accountant,L2,San Francisco,EMP59A2B4,2018-08-02,6.4,4.4,120352.0,0.1,1.8,67.0,80.0,75.0,6.1,4.2,11.0,3,Not Promoted,2,1,Medium,,,1,5-10yrs,0,0
EMPDE31B4,Female,30,Engineering,Technical Lead,L2,San Francisco,EMP0B5ECD,2022-04-07,2.7,0.7000000000000002,103205.0,0.13,3.2,83.0,96.0,60.0,7.4,4.2,46.0,2,Not Promoted,3,8,Medium,,,1,1-3yrs,0,0
EMP41F265,Male,32,Engineering,Technical Lead,L3,Austin,EMP7CE179,2015-05-28,9.6,9.6,129380.0,0.13,5.0,71.0,92.0,60.0,6.2,3.5,17.0,0,Not Promoted,1,3,Medium,2025-07-03,Involuntary,0,5-10yrs,1,0
EMPFCFA2F,Female,43,HR,HR Director,L2,Austin,EMPDE5B6F,2023-01-15,2.0,1.0,102911.0,0.06,3.3,81.0,61.0,100.0,8.4,2.3,43.0,2,Not Promoted,1,6,Low,,,1,1-3yrs,0,0
EMP730531,Male,37,Engineering,Technical Lead,L1,San Francisco,EMP1375DF,2022-02-28,2.8,1.7999999999999998,63682.0,0.16,3.3,50.0,98.0,88.0,5.3,5.0,53.0,4,Not Promoted,1,5,Low,,,1,1-3yrs,0,0
EMP9DA0C3,Male,22,Finance,Treasury Analyst,L4,Remote,EMP4815D0,2016-06-15,8.6,7.6,160772.0,0.22,3.2,57.0,100.0,57.0,6.5,3.2,31.0,2,Promoted,1,8,Medium,2025-08-17,Voluntary,0,5-10yrs,1,1
EMP7CF692,Male,27,Engineering,Data Scientist,L4,San Francisco,EMPA43CAF,2017-11-03,7.2,7.2,173898.0,0.26,2.8,81.0,94.0,97.0,7.8,3.5,75.0,0,Not Promoted,4,10,Medium,,,1,5-10yrs,0,0
EMP6DE5BB,Male,43,Sales,Sales Director,L1,Austin,EMPDFE1DC,2015-04-07,9.7,9.7,67494.0,0.16,3.5,85.0,95.0,85.0,6.7,3.5,37.0,0,Not Promoted,1,6,Medium,,,1,5-10yrs,0,0
EMPE76817,Female,39,Sales,Account Manager,L2,San Francisco,EMP7CEB75,2023-09-08,1.3,1.3,129473.0,0.12,3.9,76.0,79.0,80.0,5.4,3.6,37.0,4,Not Promoted,4,1,Medium,,,1,1-3yrs,0,0
EMP32450B,Male,49,Sales,Business Development,L3,Austin,EMPCCD00C,2019-02-02,5.9,5.9,157565.0,0.17,2.9,89.0,76.0,81.0,7.6,2.5,16.0,4,Promoted,4,7,Medium,2025-03-22,Involuntary,0,5-10yrs,1,1
EMP030339,Male,48,HR,HR Specialist,L6,Remote,EMP6B570A,2017-09-15,7.3,7.3,211335.0,0.32,1.0,42.0,85.0,47.0,8.1,3.7,52.0,3,Not Promoted,3,11,Medium,,,1,5-10yrs,0,0
EMP94BA23,Male,32,Sales,Sales Director,L5,New York,EMPE9A971,2019-12-19,5.0,3.0,233494.0,0.27,3.6,64.0,93.0,100.0,3.4,4.9,106.0,0,Not Promoted,5,7,Medium,2025-11-03,Voluntary,0,3-5yrs,1,0
EMP407E10,Female,55,Finance,Accountant,L4,Remote,EMPCA090F,2020-07-21,4.4,4.4,147118.0,0.26,5.0,100.0,93.0,89.0,7.4,1.5,17.0,1,Not Promoted,0,11,Medium,,,1,3-5yrs,0,0
EMPAFFEB3,Male,35,Sales,Account Manager,L1,Austin,EMPAD0DA3,2016-11-25,8.1,6.1,47689.0,0.16,2.9,95.0,77.0,75.0,5.9,3.3,19.0,3,Promoted,3,14,Medium,2025-03-30,Voluntary,0,5-10yrs,1,1
EMP6E5C2F,Male,27,Finance,Treasury Analyst,L4,Austin,EMP790C2F,2021-09-25,3.3,1.2999999999999998,171481.0,0.2,1.9,83.0,76.0,75.0,6.1,2.3,53.0,1,Not Promoted,1,5,Medium,2025-04-16,Voluntary,0,3-5yrs,1,0
EMPE182B0,Female,30,Operations,Business Analyst,L4,New York,EMP64F4FF,2022-04-05,2.7,0.7000000000000002,226505.0,0.15,3.8,69.0,64.0,68.0,4.7,4.2,35.0,2,Not Promoted,3,3,Medium,2025-03-21,Voluntary,0,1-3yrs,1,0
EMP0231B2,Male,22,HR,Benefits Coordinator,L2,Austin,EMP8F15EB,2015-01-23,9.9,7.9,94079.0,0.17,4.8,91.0,90.0,59.0,6.6,4.3,45.0,1,Not Promoted,1,25,Medium,2025-05-30,Voluntary,0,5-10yrs,1,0
EMP4910BA,Female,48,Engineering,DevOps Engineer,L2,Austin,EMP9DA8B4,2021-04-09,3.7,3.7,81236.0,0.14,3.7,80.0,77.0,81.0,7.5,3.2,33.0,0,Not Promoted,3,6,Medium,2025-04-13,Involuntary,0,3-5yrs,1,0
EMP5B123E,Female,48,Engineering,Data Scientist,L2,New York,EMP2F803D,2023-02-17,1.9,0.0,107475.0,0.09,4.8,45.0,78.0,54.0,8.0,3.4,123.0,3,Not Promoted,3,3,Medium,2025-05-11,Voluntary,0,1-3yrs,1,0
EMPBE048E,Male,27,Sales,Sales Executive,L3,Remote,EMPF637E8,2018-01-22,6.9,4.9,122103.0,0.09,3.9,90.0,100.0,73.0,6.7,2.5,15.0,0,Not Promoted,1,8,Medium,2025-04-18,Involuntary,0,5-10yrs,1,0
EMPF11C0F,Female,33,Finance,Treasury Analyst,L1,New York,EMPD13074,2022-08-14,2.4,0.3999999999999999,83163.0,0.14,3.8,56.0,89.0,72.0,8.0,1.2,63.0,0,Not Promoted,1,6,Medium,,,1,1-3yrs,0,0
EMP2D8F5F,Female,36,Engineering,Data Scientist,L1,New York,EMP6BB333,2024-04-29,0.7,0.7,88090.0,0.11,2.7,86.0,86.0,78.0,8.0,3.1,25.0,2,Not Promoted,4,12,Medium,,,1,<1yr,0,0
EMP2A7C2D,Male,27,Sales,Sales Manager,L1,San Francisco,EMP3C6AA5,2023-05-22,1.6,0.6000000000000001,72477.0,0.06,3.5,43.0,92.0,89.0,3.5,3.1,27.0,1,Not Promoted,2,5,Medium,2025-05-30,Voluntary,0,1-3yrs,1,0
EMP63FBE9,Male,22,Finance,Treasury Analyst,L2,Chicago,EMP093406,2020-11-17,4.1,3.0999999999999996,84785.0,0.07,3.2,100.0,99.0,78.0,5.6,3.3,29.0,3,Promoted,2,1,Medium,,,1,3-5yrs,0,1
EMPA497BA,Female,33,Sales,Account Manager,L1,Chicago,EMP2102DD,2021-11-08,3.1,1.1,58737.0,0.15,3.1,67.0,63.0,84.0,8.3,1.0,65.0,1,Not Promoted,1,0,Medium,2025-01-20,Voluntary,0,3-5yrs,1,0
EMPA93EBA,Male,32,HR,Talent Acquisition,L3,New York,EMPDF17C2,2019-06-20,5.5,4.5,154338.0,0.09,3.0,52.0,75.0,31.0,6.3,1.7,78.0,1,Promoted,3,9,Medium,,,1,5-10yrs,0,1
EMP4F3913,Female,32,Engineering,Technical Lead,L1,Remote,EMP868FF5,2018-07-13,6.5,4.5,44827.0,0.12,3.4,60.0,79.0,79.0,3.4,2.0,14.0,1,Not Promoted,1,7,Medium,,,1,5-10yrs,0,0
EMPB4BDBE,Male,37,Engineering,DevOps Engineer,L4,New York,EMPAD1364,2024-11-07,0.1,0.0,205899.0,0.24,2.0,66.0,70.0,72.0,9.8,3.4,10.0,2,Not Promoted,1,2,Low,,,1,<1yr,0,0
EMPDD865B,Male,46,HR,Benefits Coordinator,L4,New York,EMPFCEF0F,2017-07-18,7.5,7.5,219331.0,0.24,3.9,72.0,79.0,77.0,8.2,3.8,29.0,0,Not Promoted,0,2,Low,,,1,5-10yrs,0,0
EMP335FB6,Male,33,Sales,Business Development,L4,New York,EMP9B36BA,2022-03-13,2.8,1.7999999999999998,221486.0,0.15,2.4,96.0,63.0,59.0,5.5,2.3,62.0,1,Promoted,3,5,Medium,,,1,1-3yrs,0,1
EMP79CAF1,Male,36,Finance,Controller,L3,Chicago,EMPD67BB6,2021-12-29,3.0,2.0,112869.0,0.06,3.0,73.0,93.0,93.0,5.7,3.1,18.0,0,Not Promoted,2,15,Medium,,,1,1-3yrs,0,0
EMPA0F8C1,Male,41,Sales,Business Development,L1,Remote,EMP8C21C8,2017-11-25,7.1,5.1,59639.0,0.13,3.5,35.0,76.0,75.0,7.4,2.8,32.0,2,Promoted,3,6,Medium,,,1,5-10yrs,0,1
EMPD962A0,Female,39,Engineering,Technical Lead,L2,Chicago,EMPADD60D,2018-09-25,6.3,5.3,102217.0,0.15,2.4,50.0,84.0,55.0,7.9,5.0,10.0,1,Promoted,2,6,Medium,2025-11-28,Involuntary,0,5-10yrs,1,1
EMP77F6C4,Female,30,HR,Benefits Coordinator,L1,Austin,EMP1C5699,2024-11-03,0.2,0.2,46483.0,0.07,1.4,100.0,83.0,59.0,8.2,3.0,19.0,2,Not Promoted,4,2,Medium,2025-06-13,Voluntary,0,<1yr,1,0
EMP10B19F,Female,36,HR,HR Manager,L6,New York,EMP9F60D5,2015-04-21,9.7,9.7,281922.0,0.24,2.9,74.0,89.0,88.0,7.6,2.9,49.0,1,Promoted,3,13,Medium,,,1,5-10yrs,0,1
EMP52FAE6,Female,39,Finance,Controller,L1,San Francisco,EMP94F1C9,2017-08-28,7.3,6.3,87666.0,0.16,1.9,89.0,52.0,68.0,5.1,2.6,12.0,1,Not Promoted,3,4,Medium,,,1,5-10yrs,0,0
EMP67E73F,Female,26,Sales,Account Manager,L2,San Francisco,EMPAB88EF,2019-12-12,5.1,5.1,107116.0,0.17,3.8,66.0,87.0,70.0,6.4,1.6,9.0,1,Promoted,0,3,Medium,,,1,5-10yrs,0,1
